
Solucion numero: 1
Cantidad de bloqueados: 0
Fitness: 2065
	Origen 	Destino 	Ruta 			Ranuras
	3	5		3 - 2 - 0 - 1 - 16 - 4 - 5		346
	3	6		3 - 2 - 0 - 1 - 16 - 4 - 5 - 6		14
	3	10		3 - 2 - 0 - 1 - 16 - 4 - 5 - 10		369
	3	11		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 11		371
	0	11		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11		261
	0	1		0 - 1		34
	0	2		0 - 1 - 2		221
	3	15		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 15		276
	3	18		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 18		150
	4	3		4 - 3		66
	4	12		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 12		81
	4	13		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 12 - 13		199
	4	14		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 14		402
	5	3		5 - 4 - 3		350
	5	4		5 - 4		145
	8	3		8 - 7 - 6 - 4 - 3		280
	8	4		8 - 7 - 6 - 4		258
	8	12		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		120
	8	13		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		294
	8	14		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		372
	10	3		10 - 5 - 4 - 3		216
	10	4		10 - 5 - 4		324
	12	11		12 - 11		209
	13	12		13 - 12		24
	15	13		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11 - 12 - 13		213
	16	0		16 - 1 - 0		190
	16	5		16 - 1 - 0 - 2 - 3 - 4 - 5		145
	16	6		16 - 1 - 0 - 2 - 3 - 4 - 5 - 6		236
	16	10		16 - 1 - 0 - 2 - 3 - 4 - 5 - 10		376
	16	11		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 11		29
	0	3		0 - 1 - 2 - 3		357
	0	15		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 15		448
	0	16		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 17 - 16		397
	16	15		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 15		386
	16	18		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 18		343
	18	3		18 - 5 - 4 - 3		106
	18	4		18 - 5 - 4		171
	2	6		2 - 0 - 1 - 16 - 4 - 5 - 6		143
	3	7		3 - 2 - 0 - 1 - 16 - 4 - 5 - 6 - 7		33
	5	6		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 7 - 6		7
	6	7		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 7		248
	6	8		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		148
	7	3		7 - 6 - 4 - 3		211
	7	4		7 - 6 - 4		403
	7	6		7 - 6		105
	7	8		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		205
	7	12		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		253
	7	13		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		350
	7	14		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		236
	8	0		8 - 7 - 6 - 4 - 2 - 0		91
	8	1		8 - 7 - 6 - 4 - 2 - 0 - 1		220
	8	2		8 - 7 - 6 - 4 - 2		239
	3	8		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 8		255
	2	10		2 - 0 - 1 - 16 - 4 - 5 - 10		186
	8	5		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5		274
	8	6		8 - 7 - 6		1
	8	7		8 - 7		382
	8	9		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9		108
	8	10		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10		28
	8	11		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 15 - 11		89
	2	11		2 - 0 - 1 - 16 - 4 - 5 - 9 - 11		416
	1	7		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7		403
	1	8		1 - 0 - 2 - 3 - 4 - 5 - 9 - 8		142
	8	15		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 15		230
	8	17		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		420
	8	18		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		9
	9	8		9 - 4 - 2 - 0 - 1 - 16 - 5 - 6 - 7 - 8		387
	10	0		10 - 5 - 4 - 2 - 0		19
	10	2		10 - 5 - 4 - 2		138
	7	18		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		177
	13	3		13 - 12 - 11 - 9 - 4 - 3		191
	9	0		9 - 4 - 2 - 0		147
	16	7		16 - 1 - 0 - 2 - 3 - 4 - 5 - 6 - 7		417
	17	10		17 - 10		430
	4	6		4 - 2 - 0 - 1 - 16 - 5 - 6		64
	16	4		16 - 1 - 0 - 2 - 4		289
	6	4		6 - 4		336
	15	4		15 - 0 - 1 - 2 - 4		345
	13	0		13 - 12 - 11 - 9 - 4 - 2 - 0		410
	18	2		18 - 5 - 4 - 2		330
	18	0		18 - 5 - 4 - 2 - 0		360
	6	1		6 - 4 - 2 - 0 - 1		103
	4	16		4 - 2 - 0 - 1 - 16		68
	2	15		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 15		127
	12	1		12 - 11 - 9 - 4 - 2 - 1		212
	10	11		10 - 5 - 4 - 2 - 0 - 15 - 11		12
	2	17		2 - 0 - 1 - 16 - 4 - 5 - 10 - 17		367
	2	4		2 - 0 - 1 - 16 - 4		272
	18	7		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7		42
	13	14		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15 - 14		168
	11	10		11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		181
	12	2		12 - 11 - 9 - 4 - 2		396
	9	7		9 - 4 - 2 - 0 - 1 - 16 - 5 - 6 - 7		440
	10	9		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9		137
	13	8		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7 - 8		146
	17	8		17 - 10 - 5 - 4 - 6 - 7 - 8		243
	7	9		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9		365
	12	3		12 - 11 - 9 - 4 - 3		406
	12	18		12 - 11 - 9 - 4 - 2 - 1 - 16 - 18		128
	12	13		12 - 11 - 9 - 4 - 2 - 0 - 15 - 13		185
	10	6		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7 - 6		301
	15	7		15 - 0 - 1 - 2 - 3 - 4 - 5 - 6 - 7		191
	17	1		17 - 10 - 5 - 4 - 2 - 1		172
	7	16		7 - 6 - 4 - 2 - 0 - 1 - 16		187
	6	5		6 - 4 - 2 - 0 - 1 - 16 - 5		118
	5	16		5 - 4 - 2 - 0 - 1 - 16		160
	11	17		11 - 9 - 4 - 2 - 0 - 15 - 17		299
	18	12		18 - 5 - 4 - 2 - 0 - 15 - 11 - 12		415
	13	6		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6		125
	12	4		12 - 11 - 9 - 4		234
	1	3		1 - 0 - 2 - 3		54
	11	15		11 - 9 - 4 - 2 - 0 - 15		38
	12	10		12 - 11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		373
	15	0		15 - 0		125
	14	0		14 - 11 - 9 - 4 - 2 - 0		250
	9	1		9 - 4 - 2 - 0 - 1		383
	9	12		9 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 12		313
	17	11		17 - 10 - 5 - 4 - 9 - 11		129
	13	4		13 - 12 - 11 - 9 - 4		264
	14	18		14 - 11 - 9 - 4 - 2 - 1 - 16 - 18		260
	17	16		17 - 10 - 5 - 4 - 16		29
	15	16		15 - 0 - 1 - 2 - 3 - 4 - 5 - 16		419
	12	6		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6		306
	3	17		3 - 2 - 0 - 1 - 16 - 4 - 5 - 10 - 17		121
	9	14		9 - 4 - 2 - 0 - 1 - 16 - 15 - 14		48
	12	9		12 - 11 - 9		226
	17	12		17 - 10 - 5 - 4 - 9 - 11 - 12		338
	16	2		16 - 1 - 0 - 2		79
	6	15		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 15		426
	15	3		15 - 0 - 1 - 2 - 3		162
	14	8		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7 - 8		269
	12	16		12 - 11 - 9 - 4 - 2 - 1 - 16		366
	2	9		2 - 0 - 1 - 16 - 4 - 5 - 9		320
	1	2		1 - 0 - 2		281
	15	18		15 - 0 - 1 - 2 - 3 - 4 - 5 - 18		130
	6	17		6 - 4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		141
	17	3		17 - 10 - 5 - 4 - 3		49
	11	16		11 - 9 - 4 - 2 - 1 - 16		340
	10	5		10 - 5		183
	1	4		1 - 0 - 2 - 4		127
	6	12		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		139
	7	15		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 15		251
	17	5		17 - 10 - 5		282
	0	4		0 - 1 - 2 - 4		174
	18	15		18 - 5 - 4 - 2 - 0 - 15		24
	14	3		14 - 11 - 9 - 4 - 3		398
	6	0		6 - 4 - 2 - 0		216
	3	16		3 - 2 - 0 - 1 - 16		358
	4	8		4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		247
	10	14		10 - 5 - 4 - 2 - 0 - 15 - 14		428
	17	15		17 - 10 - 5 - 4 - 15		281
	2	16		2 - 0 - 1 - 16		44
	9	17		9 - 4 - 2 - 0 - 1 - 16 - 17		289
	2	1		2 - 0 - 1		281
	7	17		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		229
	13	5		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5		196
	15	12		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11 - 12		321
	14	2		14 - 11 - 9 - 4 - 2		433
	10	7		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7		263
	10	16		10 - 5 - 4 - 2 - 1 - 16		227
	13	7		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7		288
	7	11		7 - 6 - 4 - 2 - 0 - 1 - 16 - 15 - 11		71
	18	10		18 - 5 - 4 - 2 - 0 - 15 - 11 - 10		66
	16	17		16 - 1 - 0 - 2 - 3 - 4 - 5 - 10 - 17		430
	9	10		9 - 4 - 2 - 0 - 15 - 11 - 10		231
	11	14		11 - 9 - 4 - 2 - 0 - 15 - 14		302
	12	7		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7		351
	9	15		9 - 4 - 2 - 0 - 1 - 16 - 15		241
	5	7		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 7		332
	1	9		1 - 0 - 2 - 3 - 4 - 5 - 9		38
	17	6		17 - 10 - 5 - 4 - 6		417
	18	14		18 - 5 - 4 - 2 - 0 - 15 - 14		165
	12	5		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5		354
	14	9		14 - 11 - 9		436
	12	14		12 - 11 - 9 - 4 - 2 - 0 - 15 - 14		315
	6	11		6 - 4 - 2 - 0 - 1 - 16 - 15 - 11		123
	18	11		18 - 5 - 4 - 2 - 0 - 15 - 11		305
	10	12		10 - 5 - 4 - 2 - 0 - 15 - 11 - 12		62
	10	13		10 - 5 - 4 - 2 - 0 - 15 - 13		63
	16	9		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9		179
	13	1		13 - 12 - 11 - 9 - 4 - 2 - 1		367
	15	14		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11 - 14		410
	5	18		5 - 4 - 2 - 0 - 1 - 16 - 18		134
	6	2		6 - 4 - 2		346
	13	16		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16		204
	13	11		13 - 12 - 11		336
	9	13		9 - 4 - 2 - 0 - 1 - 16 - 15 - 13		131
	18	16		18 - 5 - 4 - 2 - 1 - 16		197
	9	5		9 - 4 - 2 - 0 - 1 - 16 - 5		149
	5	0		5 - 4 - 2 - 0		208
	11	13		11 - 9 - 4 - 2 - 0 - 15 - 13		43
	5	15		5 - 4 - 2 - 0 - 15		215
	12	8		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7 - 8		422
	5	10		5 - 4 - 2 - 0 - 15 - 11 - 10		359
	16	3		16 - 1 - 0 - 2 - 3		446
	4	2		4 - 2		174
	5	13		5 - 4 - 2 - 0 - 1 - 16 - 15 - 13		240
	18	13		18 - 5 - 4 - 2 - 0 - 15 - 13		45
	14	12		14 - 11 - 9 - 4 - 2 - 0 - 15 - 13 - 12		380
	9	6		9 - 4 - 2 - 0 - 1 - 16 - 5 - 6		31
	14	17		14 - 11 - 9 - 4 - 2 - 0 - 15 - 17		448
	10	18		10 - 5 - 4 - 2 - 1 - 16 - 18		36
	14	5		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5		82
	14	16		14 - 11 - 9 - 4 - 2 - 1 - 16		318
	4	10		4 - 2 - 0 - 1 - 16 - 5 - 10		267
	6	14		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		388
	15	2		15 - 0 - 1 - 2		354
	11	12		11 - 9 - 4 - 2 - 0 - 15 - 13 - 12		161
	12	17		12 - 11 - 9 - 4 - 2 - 0 - 15 - 17		129
	5	14		5 - 4 - 2 - 0 - 1 - 16 - 15 - 14		109
	13	17		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15 - 17		449
	7	10		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10		35
	5	9		5 - 4 - 2 - 0 - 15 - 11 - 9		311
	5	12		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 12		169
	14	11		14 - 11		423
	3	1		3 - 2 - 0 - 1		180
	14	15		14 - 11 - 9 - 4 - 2 - 0 - 15		362
	18	8		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 8		17
	5	2		5 - 4 - 2		87
	6	9		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9		271
	14	4		14 - 11 - 9 - 4		16
	3	9		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9		339
	16	8		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 8		441
	17	2		17 - 10 - 5 - 4 - 2		60
	9	16		9 - 4 - 2 - 0 - 1 - 16		94
	14	7		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7		345
	18	6		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7 - 6		159
	5	11		5 - 4 - 2 - 0 - 15 - 11		166
	11	9		11 - 9		324
	17	13		17 - 10 - 5 - 4 - 15 - 13		209
	9	18		9 - 4 - 2 - 0 - 1 - 16 - 18		193
	13	2		13 - 12 - 11 - 9 - 4 - 2		106
	14	1		14 - 11 - 9 - 4 - 2 - 1		280
	4	5		4 - 2 - 0 - 1 - 16 - 5		41
	7	5		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5		114
	14	10		14 - 11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		86
	7	0		7 - 6 - 4 - 2 - 0		132
	15	5		15 - 0 - 1 - 2 - 3 - 4 - 5		61
	4	18		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 18		405
	11	18		11 - 9 - 4 - 2 - 1 - 16 - 18		69
	14	6		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6		353
	4	15		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 15		77
	12	15		12 - 11 - 9 - 4 - 2 - 0 - 15		397
	15	9		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9		364
	5	1		5 - 4 - 2 - 1		140
	4	0		4 - 2 - 0		297
	10	1		10 - 5 - 4 - 2 - 1		74
	4	7		4 - 2 - 0 - 1 - 16 - 5 - 6 - 7		430
	9	2		9 - 4 - 2		400
	6	16		6 - 4 - 2 - 0 - 1 - 16		331
	9	4		9 - 4		428
	17	4		17 - 10 - 5 - 4		214
	6	10		6 - 4 - 2 - 0 - 1 - 16 - 5 - 10		153
	13	15		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15		394
	17	18		17 - 10 - 5 - 4 - 16 - 18		410
	13	9		13 - 12 - 11 - 9		25
	10	8		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 8		59
	13	10		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		2
	13	18		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 18		117
	0	9		0 - 1 - 2 - 3 - 4 - 5 - 9		292
	4	9		4 - 2 - 0 - 1 - 16 - 5 - 9		307
	2	18		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 18		344
	10	17		10 - 5 - 4 - 2 - 0 - 15 - 17		84
	14	13		14 - 11 - 9 - 4 - 2 - 0 - 15 - 13		392
	15	11		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11		260
	4	1		4 - 2 - 0 - 1		99
	17	9		17 - 10 - 5 - 4 - 9		302
	2	7		2 - 0 - 1 - 16 - 4 - 5 - 6 - 7		102
	7	1		7 - 6 - 4 - 2 - 0 - 1		178
	15	10		15 - 0 - 1 - 2 - 3 - 4 - 5 - 10		106
	18	1		18 - 5 - 4 - 2 - 1		290
	6	13		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		49
	7	2		7 - 6 - 4 - 2		53
	5	17		5 - 4 - 2 - 0 - 1 - 16 - 17		73
	10	15		10 - 5 - 4 - 2 - 0 - 15		211
	18	9		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9		122
	15	8		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 8		356
	8	16		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16		282
	18	5		18 - 5		375
	15	1		15 - 0 - 1		308
	6	18		6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		65
	2	5		2 - 0 - 1 - 16 - 4 - 5		290
	12	0		12 - 11 - 9 - 4 - 2 - 0		222
	0	7		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7		45
	18	17		18 - 5 - 4 - 2 - 0 - 15 - 17		277
	17	14		17 - 10 - 5 - 4 - 15 - 14		372
	0	8		0 - 1 - 2 - 3 - 4 - 5 - 9 - 8		112
	15	6		15 - 0 - 1 - 2 - 3 - 4 - 5 - 6		374
	4	17		4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		316
	5	8		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 8		188
	4	11		4 - 2 - 0 - 1 - 16 - 5 - 9 - 11		158
	2	8		2 - 0 - 1 - 16 - 4 - 5 - 9 - 8		337
	17	0		17 - 10 - 5 - 4 - 2 - 0		88
	15	17		15 - 0 - 1 - 2 - 3 - 4 - 5 - 10 - 17		226
	2	0		2 - 0		326
	16	1		16 - 1		48
	17	7		17 - 10 - 5 - 4 - 6 - 7		438
	9	3		9 - 4 - 3		116
	6	3		6 - 4 - 3		100
	9	11		9 - 4 - 2 - 0 - 15 - 11		268


Solucion numero: 7
Cantidad de bloqueados: 0
Fitness: 2065
	Origen 	Destino 	Ruta 			Ranuras
	0	12		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12		327
	0	13		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12 - 13		203
	0	14		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 14		11
	1	12		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12		303
87
	1	13		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12 - 13		319
242
	1	14		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 14		1
132
	3	12		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12		222
	3	13		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12 - 13		305
	3	14		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 14		38
	16	12		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 12		102
	16	13		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 12 - 13		425
	16	14		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 14		363
	0	17		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10 - 17		5
	0	18		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 18		385
	1	0		1 - 0		418
	1	5		1 - 0 - 2 - 3 - 4 - 5		86
	1	6		1 - 0 - 2 - 3 - 4 - 5 - 6		276
	1	10		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10		435
91
	1	11		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11		72
230
	0	5		0 - 1 - 2 - 3 - 4 - 5		182
	0	6		0 - 1 - 2 - 3 - 4 - 5 - 6		234
	0	10		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10		178
	1	15		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 15		322
104
	1	16		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 17 - 16		291
53
	1	17		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10 - 17		397
335
	1	18		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 18		145
19
	2	3		2 - 0 - 1 - 16 - 4 - 3		355
	2	12		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12		0
	2	13		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12 - 13		331
	2	14		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 14		143
	3	0		3 - 2 - 0		85
	3	2		3 - 2		169
	3	4		3 - 2 - 0 - 1 - 16 - 4		448
	3	5		3 - 2 - 0 - 1 - 16 - 4 - 5		204
	3	6		3 - 2 - 0 - 1 - 16 - 4 - 5 - 6		83
	3	10		3 - 2 - 0 - 1 - 16 - 4 - 5 - 10		347
	3	11		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 11		40
	0	11		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11		200
	0	1		0 - 1		19
	0	2		0 - 1 - 2		249
	3	15		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 15		151
	3	18		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 18		215
	4	3		4 - 3		316
	4	12		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 12		333
	4	13		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 12 - 13		228
	4	14		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 14		33
	5	3		5 - 4 - 3		409
	5	4		5 - 4		447
	8	3		8 - 7 - 6 - 4 - 3		140
	8	4		8 - 7 - 6 - 4		166
	8	12		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		271
	8	13		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		67
	8	14		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		115
	10	3		10 - 5 - 4 - 3		25
	10	4		10 - 5 - 4		138
	12	11		12 - 11		246
	13	12		13 - 12		379
	15	13		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11 - 12 - 13		321
	16	0		16 - 1 - 0		318
	16	5		16 - 1 - 0 - 2 - 3 - 4 - 5		140
	16	6		16 - 1 - 0 - 2 - 3 - 4 - 5 - 6		345
	16	10		16 - 1 - 0 - 2 - 3 - 4 - 5 - 10		432
	16	11		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 11		233
	0	3		0 - 1 - 2 - 3		256
	0	15		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 15		238
	0	16		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 17 - 16		314
	16	15		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 15		421
	16	18		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 18		434
	18	3		18 - 5 - 4 - 3		201
	18	4		18 - 5 - 4		72
	2	6		2 - 0 - 1 - 16 - 4 - 5 - 6		429
	3	7		3 - 2 - 0 - 1 - 16 - 4 - 5 - 6 - 7		444
	5	6		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 7 - 6		396
	6	7		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 7		351
	6	8		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		375
	7	3		7 - 6 - 4 - 3		187
	7	4		7 - 6 - 4		286
	7	6		7 - 6		276
	7	8		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		76
	7	12		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		244
	7	13		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		219
	7	14		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		335
	8	0		8 - 7 - 6 - 4 - 2 - 0		93
	8	1		8 - 7 - 6 - 4 - 2 - 0 - 1		430
	8	2		8 - 7 - 6 - 4 - 2		423
	3	8		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 8		227
	2	10		2 - 0 - 1 - 16 - 4 - 5 - 10		294
	8	5		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5		12
	8	6		8 - 7 - 6		225
	8	7		8 - 7		412
	8	9		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9		296
	8	10		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10		297
	8	11		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 15 - 11		197
	2	11		2 - 0 - 1 - 16 - 4 - 5 - 9 - 11		316
	1	7		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7		125
	1	8		1 - 0 - 2 - 3 - 4 - 5 - 9 - 8		97
	8	15		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 15		280
	8	17		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		170
	8	18		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		52
	9	8		9 - 4 - 2 - 0 - 1 - 16 - 5 - 6 - 7 - 8		134
	10	0		10 - 5 - 4 - 2 - 0		147
	10	2		10 - 5 - 4 - 2		196
	7	18		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		95
	13	3		13 - 12 - 11 - 9 - 4 - 3		126
	9	0		9 - 4 - 2 - 0		92
	16	7		16 - 1 - 0 - 2 - 3 - 4 - 5 - 6 - 7		39
	17	10		17 - 10		400
	4	6		4 - 2 - 0 - 1 - 16 - 5 - 6		62
